numero_national_de_structure;libelle;sigle;etat;annee_de_creation;annee_de_fermeture;type_de_structure;code_de_type_de_structure;code_de_niveau_de_structure;numero_de_structure_successeur;code_de_type_de_succession;type_de_succession;annee_de_succession
199613737D;"LABORATOIRE ""PERCEPTION. SYSTEMES. INFORMATION"" (PSI)";EA2120;Inactive;1996;2003;Unité mixte;22;2;;;;
199613738E;"GROUPE DE RECHERCHE ""MICROENVIRONNEMENT ET REGULATION CELLULAIRE INTEGRES"" (MERCI)";EA2122;Inactive;1996;2003;Unité propre;21;2;200415089N;EF;éclatement - fusion;2004
199613744L;CENTRE DE RECHERCHES EN ACTIVITES PHYSIQUES ET SPORTIVES;EA2131;Inactive;1996;2007;Unité propre;21;2;200815497P;E;éclatement;2008
199613746N;EQUIPE DE MECANIQUE, MODELISATION MATHEMATIQUE ET NUMERIQUE;EA2133;Inactive;1996;2003;Unité propre;21;2;;;;
199613752V;LABORATOIRE DE PHYSIOLOGIE ORO-FACIALE;EA2144;Inactive;1996;2003;Unité propre;21;2;;;;
199613758B;INSTITUT DE RECHERCHE EN INFORMATIQUE DE NANTES (IRIN);EA2157;Inactive;1996;2003;Unité propre;21;2;200417414R;F;fusion;2004
199613759C;MER, MOLECULES ET SANTE;MMS;Active;1996;;Unité mixte;22;2;;;;
199613762F;LABORATOIRE D'ECONOMIE DE NANTES;EA2164;Inactive;1996;2007;Unité propre;21;2;200815509C;F;fusion;2008
199613766K;LABORATOIRE D'INGENIERIE DES SYSTEMES AUTOMATISES (LISA);EA2168;Inactive;1996;2003;Unité propre;21;2;;;;
199613770P;EQUIPE D'ANALYSE ET PROBABILITES;EA2172;Inactive;1996;2013;Unité propre;21;2;201420648M;F;fusion;2014
199413773B;Centre d'Etudes des Politiques Economiques de l'Université d'Evry;EPEE -;Active;1994;;Unité propre;21;2;;;;
199613828C;CENTRE D'ANALYSE ET DE RECHERCHE EN ECONOMIE;CARE;Inactive;1996;2011;Unité propre;21;2;;;;
199613830E;INDOLOGIE;EA2262;Inactive;1996;2007;Unité propre;21;2;;;;
199613832G;BOUDDHISME D'EXTREME ORIENT;EA2264;Inactive;1996;2003;Unité propre;21;2;200415187V;F;fusion;2004
199613834J;LOGIQUES DE L'AGIR;LdA;Active;1996;;Unité mixte;22;2;;;;
199713846T;CENTRE D'ANALYSE ET DE RECHERCHE INTERDISCIPLINAIRE SUR LES MEDIAS;CARISM;Active;1997;;Unité propre;21;2;;;;
199713848V;CENTRE D'ETUDES DU FRANCAIS JURIDIQUE;EA2295;Inactive;1997;2000;Unité propre;21;2;200114661L;F;fusion;2001
199713869T;CENTRE DU DROIT DE L'ENVIRONNEMENT;EA2317;Inactive;1997;2004;Unité propre;21;2;200515250J;F;fusion;2005
199713872W;CENTRE DROIT ET CULTURES;EA2321;Inactive;1997;2008;Unité propre;21;2;;;;
199713883H;MODELISATION, INTELLIGENCE, PROCESSUS, SYSTEMES;EA2332;Inactive;1997;2017;Unité propre;21;2;201822676Z;F;fusion;2018
199713886L;CENTRE D'ETUDES DES TEXTES ET TRADUCTIONS;EA2335;Inactive;1997;2006;Unité propre;21;2;;;;
199713889P;THEORIES ET PRATIQUES DE L'INTERDISCIPLINARITE DANS LES ETUDES ANGLOPHONES;IDEA;Active;1997;;Unité propre;21;2;;;;
199713890R;CENTRE D'ETUDE DES MILIEUX LITTERAIRES AUX 17E ET 18E SIECLES;EA2339;Inactive;1997;2004;Unité propre;21;2;;;;
199713893U;GROUPE DE RECHERCHES ET D'ETUDES POLITIQUES (GREP);EA2342;Inactive;1997;2004;Unité propre;21;2;200515219A;F;fusion;2005
199713896X;BIOLOGIE DES AGENTS DES INFECTIONS IATROGENES OU LIEES A L'IMMUNO-DEPRESSION;EA2346;Inactive;1997;2000;Unité propre;21;2;200117108W;E;éclatement;2001
199713899A;FERTILITE DES SOLS ET FONCTIONNEMENT DES AGRO-SYSTEMES EN MILIEU TROPICAL (AGRO-SYSTEM'TROP');EA2349;Inactive;1997;2000;Unité propre;21;2;;;;
199713900B;CENTRE JEAN-CHARLES PICARD. GROUPE DE RECHERCHES SUR LE CHRISTIANISME ET SON ENVIRONNEMENT DANS L'ANTIQUITE ET LE HAUT- MOYEN AGE;EA2350;Inactive;1997;2008;Unité propre;21;2;;;;
199713901C;CENTRE D'ETUDES SUR LES SOCIETES D'AMERIQUE DU NORD (CESAM);EA2351;Inactive;1997;2000;Unité propre;21;2;200114766A;EF;éclatement - fusion;2001
199713903E;Institut de recherche en gestion;IRG;Active;1997;;Unité mixte;22;2;;;;
200014207X;ADAPTIONS PHYSIOLOGIQUES À L'EXERCICE ET RÉADAPTATION À L'EFFORT - UR UPJV 3300;APERE;Active;2000;;Unité propre;21;2;;;;
200114208U;Arts, civilisation et histoire de l'Europe (EA 3400 - UR 3400 depuis 01.1.2020);ARCHE;Active;2001;;Unité propre;21;2;;;;
200514214H;IMAGERIE ADAPTATIVE, DIAGNOSTIQUE ET INTERVENTIONNELLE  -  I.A.D.I.;EA4000;Inactive;2005;2008;Unité propre;21;2;;;;
199814224Z;SIGNALISATION NEURO-HORMONALE - SEROTONINE ET MELATONINE;EA2707;Inactive;1998;2001;Unité propre;21;2;"200214819D;200214820E";"E;E";"éclatement;éclatement";"2002;2002"
199713958P;INSTITUT DE RECHERCHE EN GESTION ET ÉCONOMIE;IREGE;Active;1997;;Unité propre;21;2;;;;
199713959R;LABORATOIRE DES MATERIAUX COMPOSITES (LaMaCo);EA2427;Inactive;1997;2002;Unité propre;21;2;200314974T;F;fusion;2003
199813963R;GROUPE DE RECHERCHE EN MATHEMATIQUES;EA2431;Inactive;1998;2001;Unité propre;21;2;200214866E;E;éclatement;2002
199813966U;GROUPE DE RECHERCHE EN PATHOLOGIES NEUROSENSORIELLES ET COGNITIVES (GRPNC);EA2434;Inactive;1998;2005;Unité propre;21;2;;;;
199813968W;GROUPE DE RECHERCHE ET D'ETUDE DES LITTERATURES ET CIVILISATIONS DE LA CARAIBE ET DES AMERIQUES NOIRES (GRELCA);EA2436;Inactive;1998;2005;Unité propre;21;2;;;;
199813970Y;LABORATOIRE D'ECONOMIE APPLIQUEE AU DEVELOPPEMENT (LEAD);EA2438;Inactive;1998;2009;Unité propre;21;2;;;;
199813983M;Laboratoire de Recherche en Management;LAREQUOI;Active;1998;;Unité propre;21;2;;;;
199813988T;HISTOIRE, ARCHEOLOGIE ET LITTERATURES DES MONDES ANCIENS (HALMA);EA2457;Inactive;1998;2001;Unité propre;21;2;;;;
199813991W;CENTRE DE RECHERCHE SUR L'HISTOIRE DE L'EUROPE DU NORD-OUEST (CRHEN-O);EA2460;Inactive;1998;2005;Unité propre;21;2;;;;
199813998D;URBANISATION, SOCIETES URBAINES ET DEMOGRAPHIE DANS LE MONDE ANTIQUE;EA2467;Inactive;1998;2005;Unité propre;21;2;;;;
199814000F;CENTRE D'ETUDE ET DE RECHERCHE EN TRADUCTOLOGIE DE L'ARTOIS (CERTA);EA2469;Inactive;1998;2005;Unité propre;21;2;;;;
199814002H;CDEP - CENTRE DROIT ETHIQUE ET PROCEDURES;UR 2471;Active;1998;;Unité propre;21;2;;;;
199814006M;LABORATOIRE DE DIFFERENCIATION EPITHELIALE;EA2475;Inactive;1998;2001;Unité propre;21;2;;;;
199814007N;LABORATOIRE DE GEOGRAPHIE;EA2476;Inactive;1998;2001;Unité propre;21;2;;;;
199814008P;"DEPARTEMENT ""LITTERATURE ET LANGAGES""";EA2477;Inactive;1998;2001;Unité propre;21;2;;;;
199814010S;CENTRE D'ETUDES ET DE RECHERCHES EN ARTS PLASTIQUES;CERAP;Inactive;1998;2013;Unité propre;21;2;;;;
199814024G;Gamètes, IMPLANTATION, GESTATION ( EX UPCG);GIG;Inactive;1998;2019;Unité propre;21;2;;;;
199814047G;GROUPE DE RECHERCHE EN PHYSIQUE ET BIOPHYSIQUE - GRPB;EA2518;Inactive;1998;2001;Unité propre;21;2;;;;
199814054P;LABORATOIRE D'INFORMATIQUE ET DE MATHÉMATIQUES;LIM;Active;1998;;Unité propre;21;2;;;;
199814063Z;PLURILINGUISME ET APPRENTISSAGES COMPETENCE, SUPPORTS TEXTUELS, CURRICULA;EA2534;Inactive;1998;2001;Unité propre;21;2;;;;
199814065B;CENTRE ALEXANDRE VANDERMONDE;EA2536;Inactive;1998;2001;Unité propre;21;2;;;;
199814070G;HISTOIRE DES ENTREPRISES;EA2542;Inactive;1998;2005;Unité propre;21;2;;;;
199814075M;NORMATIVITE ET RESPONSABILITE;EA2548;Inactive;1998;2005;Unité propre;21;2;200615362B;F;fusion;2006
199814081U;CENTRE DE RECHERCHE D'OC;EA2554;Inactive;1998;2001;Unité propre;21;2;200214835W;EF;éclatement - fusion;2002
199814082V;CENTRE D'ETUDES NUMISMATIQUES;EA2555;Inactive;1998;2005;Unité propre;21;2;;;;
199814094H;CENTRE DE RECHERCHE SUR LES LANGUES GERMANIQUES;EA2567;Inactive;1998;2001;Unité propre;21;2;;;;
199814096K;CENTRE DE RECHERCHES SUR LES MONDES GERMANIQUE, NEERLANDAIS ET SCANDINAVE;EA2569;Inactive;1998;2001;Unité propre;21;2;;;;
199814105V;CENTRE DE RECHERCHE SUR LA CREATION LITTERAIRE EN FRANCE;EA2578;Inactive;1998;2013;Unité propre;21;2;199812927P;I;intégration;2014
199814109Z;SYSTEMATIQUE ET BIODIVERSITE DES ARTHROPODES NON INSECTES;EA2582;Inactive;1998;2002;Unité propre;21;2;;;;
199613780A;CENTRE D'ETUDES ET DE RECHERCHE EN GESTION AIX-MARSEILLE;EA2188;Inactive;1996;2007;Unité propre;21;2;200818985F;F;fusion;2008
199613781B;CENTRE D'ETUDES ET DE RECHERCHES SUR LES SOCIETES DE L'OCEAN INDIEN (CERSOI);EA2191;Inactive;1996;2003;Unité propre;21;2;;;;
199613785F;BIODIVERSITE;EA2202;Inactive;1996;2003;Unité propre;21;2;200415042M;E;éclatement;2004
199613787H;SOCIETES, IDEOLOGIES, CROYANCES AU MOYEN-AGE (SICMA);EA2204;Inactive;1996;2007;Unité propre;21;2;;;;
199613792N;OBSERVATOIRE DU RELIGIEUX;EA2211;Inactive;1996;2007;Unité propre;21;2;;;;
199613793P;LABORATOIRE DE CHIMIE ET DE BIOTECHNOLOGIE DES PRODUITS NATURELS;CHEMBIOPRO;Active;1998;;Unité propre;21;2;;;;
199613795S;INFORMATIQUE;EA2215;Inactive;1996;2003;Unité mixte;22;2;;;;
199613802Z;LABORATOIRE DE MATHEMATIQUES APPLIQUEES DE COMPIEGNE;LMAC;Active;1996;;Unité propre;21;2;;;;
199613808F;LABORATOIRE DE RESONANCE MAGNETIQUE EN BIOLOGIE ET EN MEDECINE (LRMBM);EA2230;Inactive;1996;2003;Unité propre;21;2;200415150E;F;fusion;2004
199613814M;PROCEDES ET ANALYSES POUR L'ENVIRONNEMENT;EA2239;Inactive;1996;2003;Unité propre;21;2;200415147B;F;fusion;2004
199413817Z;DICTIONNAIRE DE BABYLONIEN DE PARIS;EA2244;Inactive;1994;2005;Unité propre;21;2;;;;
199814163H;LABORATOIRE BABEL - EA 2649;BABEL-;Active;1998;;Unité propre;21;2;;;;
199814170R;GROUPE DE RECHERCHE SUR LES ANTIMICROBIENS ET LES MICRO-ORGANISMES;GRAM 2.0;Active;1998;;Unité mixte;22;2;;;;
199814171S;CENTRE INTERDISCIPLINAIRE DE RECHERCHES SUR LES VALEURS. LES IDEES. LES IDENTITES. LES COMPETENCES EN EDUCATION ET FORMATION;CIVIIC;Inactive;1998;2016;Unité propre;21;2;201722474J;F;fusion;2017
199814178Z;LABORATOIRE D'AUDIO-PHONOLOGIE CLINIQUE;EA2668;Inactive;1998;2007;Unité propre;21;2;;;;
199814182D;GROUPE DE RECHERCHE EN IMMUNOPATHOLOGIE DE LA LEISHMANIOSE (GRIPL);EA2675;Inactive;1998;2003;Unité propre;21;2;;;;
199814185G;GROUPE D'ETUDES ET DE RECHERCHES SUR L'ADMINISTRATION PUBLIQUE (GERAP) GROUPE DE RECHERCHES ET D'ETUDES SUR L'ETHIQUE FINANCIERE (GREEF);EA2680;Inactive;1998;2005;Unité propre;21;2;200615285T;F;fusion;2006
199814187J;IMAGERIE NON INVASIVE ET ECONOMIES D'IRRADIATION;EA2682;Inactive;1998;2001;Unité propre;21;2;;;;
199814192P;MALADIES INFLAMMATOIRES CHRONIQUES INTESTINALES;EA2687;Inactive;1998;2001;Unité propre;21;2;;;;
199814196U;GROUPE DE RECHERCHE SUR L'INHIBITION DE LA PROLIFERATION CELLULAIRE;EA2692;Inactive;1998;2009;Unité propre;21;2;;;;
199814203B;INGENIERIE MOLECULAIRE;EA2699;Inactive;1998;2001;Unité propre;21;2;;;;
199914205Z;LABORATOIRE D'INFORMATIQUE DE L'UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR;LIUPPA;Active;1999;;Unité propre;21;2;;;;
199814116G;OBJETS, CULTURES ET SOCIETES;EA2589;Inactive;1998;2008;Unité propre;21;2;;;;
199814122N;LABORATOIRE DE MODELISATION EN MECANIQUE ET THERMODYNAMIQUE;EA2596;Inactive;1998;2007;Unité propre;21;2;;;;
199814128V;LABORATOIRE DE RECHERCHE SUR LES BIOMATERIAUX ET LES BIOTECHNOLOGIES (LR2B);EA2603;Inactive;1998;2009;Unité propre;21;2;;;;
199814130X;EQUIPE DE RECHERCHE EN ANALYSE DES SYSTEMES ET MODELISATION ECONOMIQUE;EA2605;Inactive;1998;2009;Unité propre;21;2;;;;
199814133A;OESTROGÈNES, REPRODUCTION, CANCER;OERECA;Active;1998;;Unité propre;21;2;;;;
199814136D;LABORATOIRE D'AUTOMATIQUE DE PROCEDES;EA2611;Inactive;1998;2003;Unité propre;21;2;;;;
199614138P;EQUIPE DE RECHERCHE INTERDISCIPLINAIRE EN LANGUES ROMANES;EA2613;Inactive;1996;2007;Unité propre;21;2;;;;
199614139R;LABORATOIRE D'ECONOMIE ET DE SCIENCES SOCIALES DE RENNES;EA2614;Inactive;1996;2007;Unité propre;21;2;;;;
199614140S;Centre d'Etudes et de Recherche en HIstoire Culturelle;CERHIC;Active;1996;;Unité propre;21;2;;;;
199614142U;LABORATOIRE D'ETUDES ET DE RECHERCHES EN INFORMATIQUE;EA2618;Inactive;1996;2003;Unité propre;21;2;;;;
199914278D;CENTRE D'ETUDES DES MONDES MODERNES ET CONTEMPORAINS;CEMMC;Active;1999;;Unité propre;21;2;;;;
199914281G;STATISTIQUE MATHEMATIQUE ET SES APPLICATIONS;EA2961;Inactive;1999;2006;Unité propre;21;2;;;;
199914282H;PHARMACOCHIMIE;EA2962;Inactive;1999;2006;Unité propre;21;2;;;;
199914283J;ANTHROPOLOGIE DES TRADITIONS ORALES ET DU TEMPS;EA2963;Inactive;1999;2010;Unité propre;21;2;;;;
199914285L;LABORATOIRE DE RECHERCHES SOCIALES EN EDUCATION ET FORMATION (LARSEF);EA2965;Inactive;1999;2006;Unité propre;21;2;;;;
199914294W;LABORATOIRE BIOSCIENCES DE L'ALIMENT (AVEC L'INRA);EA2974;Inactive;1999;2010;Unité propre;21;2;;;;
199914299B;LABORATOIRE DE PHYSIOPATHOLOGIE ET PHARMACOLOGIE CARDIOVASCULAIRES EXPERIMENTALES;LPPCE;Inactive;1999;2011;Unité propre;21;2;;;;
199914309M;CANCEROLOGIE EXPERIMENTALE ET IMMUNOCIBLAGE DES TUMEURS;EA2989;Inactive;1999;2002;Unité propre;21;2;;;;
199914311P;Caractéristiques Féminines des Dysfonctions des Interfaces cardio-vasculaires;CaFéDIVas;Inactive;1999;2020;Unité propre;21;2;202123740T;E;éclatement;2021
199914312R;NUTRITION HUMAINE ET ATHEROGENESE;EA2993;Inactive;1999;2006;Unité propre;21;2;200715428U;E;éclatement;2007
199914313S;GENOTOXICITE CUTANEE;EA2994;Inactive;1999;2006;Unité propre;21;2;200711912X;EF;éclatement - fusion;2007
199914317W;INSTITUT DE DROIT D'OUTRE-MER;EA2998;Inactive;1999;2006;Unité propre;21;2;;;;
199914320Z;CENTRE  DE RECHERCHE en POETIQUE, HISTOIRE LITTERAIRE et LINGUISTIQUE EA3003;CRPHLL;Inactive;1999;2017;Unité propre;21;2;201822765W;F;fusion;2018
199914322B;ENTRE D'ETUDES BASQUES : HISTOIRE DU DROIT, DES INSTITUTIONS ET DES MENTALITES. DROIT COMPARE;EA3005;Inactive;1999;2002;Unité propre;21;2;;;;
199914326F;ADAPTATION ECOPHYSIOLOGIQUE AU COURS DE L'ONTOGENESE : MECANISMES OSMOREGULATEURS ET TROPHIQUES CHEZ LES CRUSTACES ET LES POISSONS;EA3009;Inactive;1999;2002;Unité propre;21;2;200311843P;F;fusion;2003
199914328H;CENTRE TOULOUSAIN D'HISTOIRE DU DROIT ET DES IDEES POLITIQUES - CTHDIP;EA3011;Inactive;1999;2002;Unité propre;21;2;;;;
199914330K;ZOOTECHNIE ET QUALITE DES PRODUITS ANIMAUX;EA3014;Inactive;1999;2006;Unité propre;21;2;;;;
199914334P;ASSOCIATION DES GROUPES DE RECHERCHES EN ETUDES ANCIENNES ET HUMANISTIQUES (AGREAH);EA3018;Inactive;1999;2006;Unité propre;21;2;;;;
199914339V;JUIFS, ARMENIENS ET CHRETIENS D'ORIENT;EA3023;Inactive;1999;2002;Unité propre;21;2;;;;
199914340W;MENTALITES ET CROYANCES CONTEMPORAINES;EA3024;Inactive;1999;2006;Unité propre;21;2;200715447P;EF;éclatement - fusion;2007
199914344A;DYNAMIQUE DES BASSINS SEDIMENTAIRES;EA3029;Inactive;1999;2002;Unité propre;21;2;;;;
199914347D;BIOLOGIE CELLULAIRE ET MOLECULAIRE DES EPITHELIUMS;EA3032;Inactive;1999;2002;Unité propre;21;2;;;;
199914348E;RADIOPHARMACEUTIQUES ET TRAITEMENT DE L'IMAGE;EA3033;Inactive;1999;2010;Unité propre;21;2;;;;
199914358R;LABORATOIRE DE TRAITEMENT ET TRANSPORT DE L'INFORMATION;L2TI;Active;1999;;Unité propre;21;2;;;;
199914363W;CENTRE DE DROIT AMERICAIN;EA3048;Inactive;1999;2008;Unité propre;21;2;;;;
199914368B;LABORATOIRE D'INTELLIGENCE ARTIFICIELLE;EA3054;Inactive;1999;2004;Unité propre;21;2;;;;
199914369C;TRAVERSES - LITTERATURES, PSYCHANALYSE, ARTS, MEMOIRE (DOMAINES IBERIQUE ET IBERO-AMERICAIN CONTEMPORAINS);EA3055;Inactive;1999;2008;Unité propre;21;2;;;;
199914373G;Laboratoire d'Analyse des Signaux et des Processus Industriels;LASPI;Active;1999;;Unité propre;21;2;;;;
199614153F;LABORATOIRE DE NEUROBIOLOGIE;EA2633;Inactive;1996;2007;Unité propre;21;2;;;;
199614155H;LABORATOIRE DE MECANIQUE ET RHEOLOGIE;EA2640;Inactive;1996;2017;Unité mixte;22;2;201822707H;F;fusion;2018
199814157B;GROUPE DE RECHERCHE EN ECONOMIE ET FINANCES INTERNATIONALES (GREFI);EA2643;Inactive;1998;2003;Unité propre;21;2;;;;
199614159M;LABORATOIRE D'ETUDE ET DE RECHERCHE EN INFORMATIQUE D'ANGERS;LERIA;Active;1996;;Unité propre;21;2;;;;
199614160N;PROCESSUS DE PENSEE ET INTERVENTIONS;EA2646;Inactive;1996;2011;Unité propre;21;2;201220071U;F;fusion;2012
199614161P;Signalisation Fonctionnelle des Canaux Ioniques et Récepteurs;SIFCIR;Active;1996;;Unité propre;21;2;;;;
200014449K;CENTRE DE RECHERCHES ADMINISTRATIVES;EA3150;Inactive;2000;2016;Unité propre;21;2;201722305A;F;fusion;2017
200014468F;LABORATOIRE DE GENIE PROTEIQUE ET CELLULAIRE;EA3169;Inactive;2000;2003;Unité propre;21;2;;;;
199814228D;Institut du droit de l'espace et des télécommunications;IDEST;Active;1998;;Unité propre;21;2;;;;
199814229E;ANALYSE DES DYNAMIQUES INDUSTRIELLES ET SOCIALES;EA2713;Inactive;1998;2014;Unité propre;21;2;201521284Z;F;fusion;2015
199814235L;INDE MEDIEVALE ET MODERNE : TEXTES ET CONTEXTES;EA2719;Inactive;1998;2009;Unité propre;21;2;;;;
199814237N;HISTOIRE ET ANALYSE DES TEXTES LATINS AU MOYEN-AGE;EA2721;Inactive;1998;2005;Unité propre;21;2;200615360Z;F;fusion;2006
199814239R;LE MONDE INDIEN : TEXTES, SOCIETES, REPRESENTATIONS;EA2723;Inactive;1998;2009;Unité propre;21;2;;;;
199814243V;CENTRE DE DROIT ET D'ECONOMIE DU SPORT;EA2728;Inactive;1998;2007;Unité propre;21;2;;;;
199814244W;CHAIRE D'ANTHROPOLOGIE THEATRALE;EA2730;Inactive;1998;2000;Unité propre;21;2;;;;
199814249B;CHAIRE DE LANGUES ET LITTERATURES ROMANES;EA2735;Inactive;1998;2000;Unité propre;21;2;;;;
199914256E;EQUIPE DE RECHERCHES ECONOMIQUES ET SOCIALES - ERES;EA2933;Inactive;1999;2002;Unité propre;21;2;200314972R;F;fusion;2003
200014257B;LABORATOIRE ICA - INFORMATIQUE ET CREATION ARTISTIQUE;EA2934;Inactive;2000;2010;Unité propre;21;2;;;;
199914261K;GROUPE DE RECHERCHE ET D'ETUDE DU PROCESSUS INFLAMMATOIRE;EA2938;Inactive;1999;2006;Unité propre;21;2;;;;
199914263M;RAYONNEMENT SYNCHROTRON ET RECHERCHE MEDICALE;EA2941;Inactive;1999;2006;Unité propre;21;2;200716488W;EF;éclatement - fusion;2007
199914264N;MIGRATION CELLULAIRE ET INFILTRATION TUMORALE;EA2942;Inactive;1999;2002;Unité propre;21;2;;;;
199914265P;LABORATOIRE DE BIOENERGETIQUE CELLULAIRE ET PATHOLOGIQUE;EA2943;Inactive;1999;2002;Unité propre;21;2;;;;
199914267S;ENVIRONNEMENT ET SANTE : EVALUATION ET REDUCTION DU RISQUE en commun avec l'Universite de Savoie;EA2945;Inactive;1999;2002;Unité mixte;22;2;;;;
200114703G;LABORATOIRE D'INGENIERIE DES POLYMERES POUR LES HAUTES TECHNOLOGIES;EA3427;Inactive;2001;2004;Unité propre;21;2;;;;
200114708M;PHYSIOPATHOLOGIE DES INTERACTIONS HOTE-BACTERIE;EA3432;Inactive;2001;2008;Unité propre;21;2;;;;
200014535D;LABORATOIRE DU MONDE MEDITERRANEEN ET INSULAIRE (LAMMI);EA3237;Inactive;2000;2007;Unité propre;21;2;200812281U;F;fusion;2008
200014536E;BANQUE DE DONNEES LANGUE CORSE (BDLC);EA3238;Inactive;2000;2007;Unité propre;21;2;200812281U;F;fusion;2008
200014541K;CENTRE D'ECONOMIE REGIONALE DE L'EMPLOI ET DES FIRMES INTERNATIONALES (CEREFI);EA3243;Inactive;2000;2003;Unité propre;21;2;;;;
200014548T;EQUIPE DE MICROBIOLOGIE MEDICALE ET MOLECULAIRE (E3M);EA3250;Inactive;2000;2003;Unité propre;21;2;"200415114R;200415116T";"E;E";"éclatement;éclatement";"2004;2004"
200014554Z;NEUROBIOLOGIE DE L'ANXIETE ET DE LA DEPRESSION;EA3256;Inactive;2000;2007;Unité propre;21;2;;;;
200014556B;MODERNITE DE L'ANTIQUE;EA3258;Inactive;2000;2007;Unité propre;21;2;;;;
200014566M;GROUPEMENT DE RECHERCHE EN DROIT DES AFFAIRES (GRDA);EA3268;Inactive;2000;2007;Unité propre;21;2;200815562K;F;fusion;2008
200014575X;CENTRE DE RECHERCHE DE LITTERATURE GENERALE ET COMPAREE ET DE TRADUCTION LITTERAIRE;EA3277;Inactive;2000;2007;Unité propre;21;2;;;;
200014577Z;Centre d'Etudes et de Recherche sur les Services de Santé et la Qualité de Vie;CEReSS;Active;2000;;Unité propre;21;2;;;;
200014591P;DYNAMIQUE ECOLOGIQUE ET SOCIALE EN MILIEU DELTAIQUE (DESMIT);EA3293;Inactive;2000;2003;Unité propre;21;2;;;;
200014594T;EQUIPE DE RECHERCHE SUR LES TUMEURS  ET AUTOSURVEILLANCE CELLULAIRE;EA3296;Inactive;2000;2007;Unité mixte;22;2;;;;
200014638R;CENTRE D'ETUDES ET DE RECHERCHES SUR L'HISTOIRE ET L'ESTHETIQUE DU CINEMA (CERHEC);EA3341;Inactive;2000;2005;Unité propre;21;2;200614215E;F;fusion;2006
200014643W;ASIE DU SUD-EST CONTINENTALE -PEUPLES ET CONTACTS-;EA3346;Inactive;2000;2005;Unité propre;21;2;200615368H;EF;éclatement - fusion;2006
200014647A;ANALYSE COMPAREE DES POUVOIRS;ACP;Active;2000;;Unité propre;21;2;;;;
200014650D;LABORATOIRE D'ETUDES THERMIQUES , ENERGETIQUE ET ENVIRONNEMENT (LET2E);EA3373;Inactive;2000;2007;Unité propre;21;2;200815487D;F;fusion;2008
200014653G;LA SOCIETE GRECQUE A L'EPOQUE MODERNE ET CONTEMPORAINE;EA3376;Inactive;2000;2003;Unité propre;21;2;;;;
200014657L;LABORATOIRE DE RECHERCHE EN ELECTRONIQUE, SIGNAL, OPTRONIQUE, TELECOMMUNICATIONS;RESO;Inactive;2000;2011;Unité mixte;22;2;;;;
200114658H;LABORATOIRE DE SOCIOLOGIE JURIDIQUE;EA3381;Active;2001;;Unité propre;21;2;;;;
200014597W;CENTRE DE ROBOTIQUE, D'ELECTROTECHNIQUE ET D'AUTOMATIQUE;EA3299;Inactive;2000;2007;Unité propre;21;2;200815526W;F;fusion;2008
200014606F;PHYSIOPATHOLOGIE DYSIMMUNITAIRE HUMAINE;EA3309;Inactive;2000;2003;Unité propre;21;2;200415059F;EF;éclatement - fusion;2004
199914392C;RECONNAISSANCE DE FORMES ET VISION (RFV);EA3078;Inactive;1999;2002;Unité propre;21;2;200317130L;F;fusion;2003
199914398J;UNITE FEDERATIVE D'EQUIPES DE RECHERCHE EN SCIENCES DE L'INFORMATION ET DE LA COMMUNICATION (en commun avec Lyon3 et l'ENSSIB);EA3084;Inactive;1999;2002;Unité propre;21;2;;;;
199914399K;LABORATOIRE DE VIROLOGIE;EA3085;Inactive;1999;2002;Unité propre;21;2;;;;
199914409W;LABORATOIRE DE GÉNIE INFORMATIQUE, DE PRODUCTION ET DE MAINTENANCE;LGIPM;Active;1996;;Unité mixte;22;2;;;;
199914419G;LABORATOIRE DE CHIMIE DES MATERIAUX DIVISES ET CATALYSE;EA3108;Inactive;1999;2000;Unité propre;21;2;;;;
199914424M;MECANISMES DE REGULATION DU COMPORTEMENT ALIMENTAIRE;EA3114;Inactive;1999;2000;Unité propre;21;2;200114729K;E;éclatement;2001
199914425N;LABORATOIRE DE BIOLOGIE ET PHYSIOLOGIE DES COMPORTEMENTS.;EA3115;Inactive;1999;2000;Unité propre;21;2;;;;
199914428S;LABORATOIRE D'ELECTRONIQUE ET DE PHYSIQUE DES SYSTEMES INSTRUMENTAUX (LEPSI);EA3118;Inactive;1999;2000;Unité propre;21;2;200114701E;EF;éclatement - fusion;2001
199914432W;THERAPIE CELLULAIRE ET PHARMACOLOGIQUE DU SEGMENT ANTERIEUR DE L'OEIL;EA3123;Inactive;1999;2004;Unité propre;21;2;200515243B;E;éclatement;2005
200014510B;GROUPE COEUR ET ISCHEMIE;EA3212;Inactive;2000;2011;Unité propre;21;2;;;;
200014518K;GROUPE DE RECHERCHE EN ELECTROTECHNIQUE ET AUTOMATIQUE DU HAVRE;GREAH;Active;2000;;Unité propre;21;2;;;;
200014520M;LABORATOIRE D ECOTOXICOLOGIE -  MILIEUX AQUATIQUES;EA3222;Inactive;2000;2013;Unité propre;21;2;201420894E;F;fusion;2014
200014521N;CENTRE D'ETUDES ET DE RECHERCHE EN ECONOMIE ET GESTION LOGISTIQUE;CERENE;Inactive;2000;2011;Unité propre;21;2;;;;
200014524S;LABORATOIRE DE MATHÉMATIQUES DE L'INSA;EA3226;Active;2000;;Unité propre;21;2;;;;
